order_id	quantity	item_name	choice_description	item_price
529	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Guacamole]]	$11.25 
530	1	Barbacoa Burrito	[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]	$9.25 
530	2	Chips	NULL	$4.30 
530	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]	$8.75 
531	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]	$8.49 
531	1	Chips and Guacamole	NULL	$3.99 
532	1	Side of Chips	NULL	$1.69 
532	1	Steak Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Lettuce, Cheese, Sour Cream]]	$8.99 
533	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]]	$8.49 
533	1	Side of Chips	NULL	$1.69 
534	1	Steak Burrito	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
534	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
534	1	Steak Salad Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.89 
535	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]	$9.25 
535	1	Chips and Tomatillo Red Chili Salsa	NULL	$2.95 
535	1	Steak Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
535	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
536	1	Veggie Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]	$8.75 
536	1	Chips and Guacamole	NULL	$4.45 
537	1	Chips and Guacamole	NULL	$4.45 
537	1	Veggie Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
538	1	Chicken Burrito	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 
539	1	Steak Burrito	[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Guacamole]]	$11.48 
539	1	Chicken Burrito	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]	$8.49 
540	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]	$9.25 
540	1	Chips and Guacamole	NULL	$4.45 
541	1	Steak Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
541	1	Barbacoa Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.89 
542	1	Steak Crispy Tacos	[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Lettuce]]	$8.99 
542	1	Chicken Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Lettuce]]	$8.49 
543	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream]]	$8.75 
543	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream]]	$9.25 
544	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
544	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
545	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
545	1	Barbacoa Soft Tacos	[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Guacamole]]	$11.75 
545	1	Chips and Guacamole	NULL	$4.45 
546	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]	$11.25 
546	1	Carnitas Burrito	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]	$11.75 
546	2	Canned Soft Drink	[Coke]	$2.50 
547	1	Steak Burrito	[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
547	1	Side of Chips	NULL	$1.69 
548	1	Carnitas Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Guacamole]]	$11.75 
548	1	Chips	NULL	$2.15 
549	1	Canned Soft Drink	[Coke]	$1.25 
549	1	Carnitas Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$9.25 
549	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Lettuce]]	$8.75 
549	2	Chips and Guacamole	NULL	$8.90 
550	1	Barbacoa Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$9.25 
550	1	Chips and Tomatillo Red Chili Salsa	NULL	$2.95 
551	1	Veggie Burrito	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
551	1	Chicken Burrito	[Tomatillo Green Chili Salsa, Guacamole]	$11.25 
552	2	Chips and Guacamole	NULL	$8.90 
552	1	Chicken Salad Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]	$11.25 
552	1	Steak Soft Tacos	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]	$11.75 
553	1	Steak Bowl	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.48 
553	1	Side of Chips	NULL	$1.69 
553	1	Nantucket Nectar	[Pomegranate Cherry]	$3.39 
554	1	Barbacoa Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
554	1	Chips and Roasted Chili Corn Salsa	NULL	$2.95 
555	1	Carnitas Bowl	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
555	1	Side of Chips	NULL	$1.69 
555	1	Chicken Soft Tacos	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]	$8.49 
556	1	Chicken Burrito	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]	$10.98 
557	1	Veggie Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
557	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
558	1	Steak Soft Tacos	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 
558	1	Side of Chips	NULL	$1.69 
559	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]	$8.75 
559	1	Chips	NULL	$2.15 
559	1	Canned Soft Drink	[Diet Coke]	$1.25 
560	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]	$8.75 
560	1	Chips and Roasted Chili Corn Salsa	NULL	$2.95 
560	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]	$9.25 
560	2	Canned Soft Drink	[Coke]	$2.50 
561	1	Veggie Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
561	1	Canned Soft Drink	[Coke]	$1.25 
561	1	Carnitas Bowl	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]	$11.75 
561	2	Canned Soft Drink	[Lemonade]	$2.50 
561	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Guacamole, Lettuce]]	$11.25 
561	1	Bottled Water	NULL	$1.50 
561	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]	$8.75 
561	1	Canned Soft Drink	[Coke]	$1.25 
561	1	Chips and Tomatillo Red Chili Salsa	NULL	$2.95 
562	1	Barbacoa Bowl	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Guacamole, Lettuce]]	$11.48 
562	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream, Guacamole, Lettuce]]	$11.48 
563	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream]]	$8.75 
563	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]	$8.75 
563	1	Chips	NULL	$2.15 
564	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]]	$11.75 
564	1	Canned Soft Drink	[Diet Coke]	$1.25 
565	1	Carnitas Soft Tacos	[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
565	1	Barbacoa Soft Tacos	[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
566	1	6 Pack Soft Drink	[Diet Coke]	$6.49 
566	1	Carnitas Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.75 
567	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.49 
567	1	Veggie Soft Tacos	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.49 
567	1	Canned Soda	[Coca Cola]	$1.09 
568	1	Chicken Bowl	[Tomatillo-Green Chili Salsa (Medium), [Fajita Veggies, Cheese, Guacamole, Lettuce]]	$10.98 
569	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]	$8.75 
569	1	Canned Soft Drink	[Diet Coke]	$1.25 
569	1	Chips	NULL	$2.15 
570	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]	$11.25 
570	1	Bottled Water	NULL	$1.50 
571	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
571	1	Veggie Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole]]	$11.25 
572	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Rice, Cheese]]	$8.49 
572	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
573	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Lettuce]]	$8.75 
573	1	Bottled Water	NULL	$1.50 
573	1	Canned Soft Drink	[Diet Coke]	$1.25 
573	1	Bottled Water	NULL	$1.50 
574	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese]]	$8.75 
574	2	Canned Soft Drink	[Diet Coke]	$2.50 
574	1	Chips	NULL	$2.15 
575	1	Salad	[Brown Rice, Adobo-Marinated and Grilled Chicken, Vegetarian Black Beans]	$7.40 
575	1	Salad	[White Rice, Adobo-Marinated and Grilled Chicken, Vegetarian Black Beans]	$7.40 
575	1	Chips and Guacamole	NULL	$4.00 
576	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa]	$9.25 
576	1	Barbacoa Salad Bowl	[Roasted Chili Corn Salsa]	$9.39 
576	1	Barbacoa Bowl	[Roasted Chili Corn Salsa]	$9.25 
576	1	Barbacoa Bowl	[Roasted Chili Corn Salsa]	$9.25 
576	1	Barbacoa Salad Bowl	[Roasted Chili Corn Salsa]	$9.39 
577	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
577	2	Chips and Guacamole	NULL	$8.90 
577	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Guacamole, Lettuce]]	$11.25 
577	4	Bottled Water	NULL	$6.00 
577	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Guacamole]]	$11.25 
577	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Guacamole]]	$11.25 
577	1	Veggie Bowl	[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]	$11.25 
578	2	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]]	$22.50 
579	1	Carnitas Bowl	[[Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.48 
579	1	Canned Soda	[Sprite]	$1.09 
580	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies]]	$8.49 
580	1	Veggie Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Lettuce]]	$8.49 
581	2	Chicken Burrito	[Fresh Tomato Salsa, Rice]	$17.50 
582	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
582	1	Bottled Water	NULL	$1.50 
583	1	Carnitas Soft Tacos	[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
583	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]	$8.75 
584	1	Chips and Guacamole	NULL	$3.99 
584	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.49 
585	1	Veggie Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]	$8.75 
585	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]	$8.75 
585	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$8.75 
586	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables]]	$8.75 
586	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Sour Cream]]	$8.75 
587	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
587	1	Bottled Water	NULL	$1.50 
588	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
588	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
588	1	Chips and Roasted Chili Corn Salsa	NULL	$2.95 
589	1	Steak Crispy Tacos	[Fresh Tomato Salsa (Mild), [Rice, Cheese]]	$8.99 
589	1	Chicken Burrito	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]	$10.98 
590	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]	$9.25 
590	1	Veggie Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese]]	$8.75 
590	1	Chips and Guacamole	NULL	$4.45 
591	1	Chicken Bowl	[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Lettuce]]	$8.49 
591	1	Canned Soda	[Sprite]	$1.09 
591	1	Chips and Roasted Chili-Corn Salsa	NULL	$2.39 
592	1	Veggie Burrito	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]	$8.75 
592	1	Chicken Salad Bowl	[Fresh Tomato Salsa, Lettuce]	$8.75 
593	1	Steak Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.48 
594	1	Carnitas Burrito	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]	$8.99 
594	1	Chicken Burrito	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]	$8.49 
595	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
595	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
596	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 
596	1	Chicken Soft Tacos	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
596	1	Chips and Guacamole	NULL	$3.99 
597	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]	$11.75 
597	1	Chips and Guacamole	NULL	$4.45 
598	1	Chicken Salad Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice]]	$8.75 
598	1	Chips	NULL	$2.15 
598	1	Canned Soft Drink	[Diet Coke]	$1.25 
599	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Sour Cream, Guacamole]]	$10.98 
599	1	Steak Bowl	[Roasted Chili Corn Salsa (Medium), [Rice, Cheese]]	$8.99 
600	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]	$11.25 
600	1	Bottled Water	NULL	$1.50 
601	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]	$8.75 
601	1	Chips	NULL	$2.15 
601	1	Canned Soft Drink	[Diet Coke]	$1.25 
602	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
602	1	Steak Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
602	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]	$8.75 
603	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
603	1	Bottled Water	NULL	$1.50 
604	1	Chicken Burrito	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]	$8.75 
604	1	Canned Soft Drink	[Coke]	$1.25 
604	1	Chips and Guacamole	NULL	$4.45 
605	1	Chicken Soft Tacos	[Tomatillo-Red Chili Salsa (Hot), [Fajita Veggies, Cheese, Sour Cream, Guacamole]]	$10.98 
606	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
606	1	Chips and Tomatillo Red Chili Salsa	NULL	$2.95 
606	1	Canned Soft Drink	[Nestea]	$1.25 
607	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]	$8.75 
607	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
607	1	Canned Soft Drink	[Sprite]	$1.25 
608	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa (Medium), Cheese]	$8.49 
608	1	Veggie Burrito	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
608	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
609	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Guacamole, Lettuce]]	$11.25 
609	1	Canned Soft Drink	[Diet Coke]	$1.25 
610	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
610	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
611	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
611	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
612	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.89 
612	1	Canned Soft Drink	[Diet Coke]	$1.25 
613	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]	$8.75 
613	1	Chips	NULL	$2.15 
613	1	Canned Soft Drink	[Lemonade]	$1.25 
614	1	Steak Burrito	[[Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Sour Cream]]	$8.99 
614	1	Canned Soda	[Mountain Dew]	$1.09 
615	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]	$8.75 
615	1	Chips and Guacamole	NULL	$4.45 
616	3	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$26.25 
617	1	Chicken Bowl	[Fresh Tomato Salsa, [Sour Cream, Lettuce, Rice, Cheese]]	$8.75 
617	1	Chips and Guacamole	NULL	$4.45 
618	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]	$11.75 
618	1	Chips and Tomatillo Green Chili Salsa	NULL	$2.95 
619	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]	$8.75 
619	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 
620	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]	$11.75 
620	1	Chicken Burrito	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]	$8.75 
621	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]	$11.25 
621	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
622	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]	$11.25 
622	1	Chips and Guacamole	NULL	$4.45 
622	1	Canned Soft Drink	[Coke]	$1.25 
623	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
623	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
623	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
623	1	Barbacoa Burrito	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]	$8.99 
624	1	Barbacoa Burrito	[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]	$8.99 
624	1	Chips and Tomatillo-Red Chili Salsa	NULL	$2.39 
624	1	Chips and Tomatillo-Red Chili Salsa	NULL	$2.39 
624	1	Chips and Guacamole	NULL	$3.99 
625	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]	$8.75 
625	1	Chips and Guacamole	NULL	$4.45 
626	1	Chips	NULL	$2.15 
626	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
626	1	Canned Soft Drink	[Sprite]	$1.25 
627	1	Chicken Burrito	[Fresh Tomato Salsa, [Guacamole, Lettuce, Sour Cream, Fajita Vegetables, Cheese, Rice]]	$11.25 
627	1	Steak Soft Tacos	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole]]	$11.75 
628	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
628	1	Chips and Guacamole	NULL	$4.45 
628	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Guacamole]]	$11.25 
628	1	Chips	NULL	$2.15 
628	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream]]	$8.75 
628	1	Chips and Guacamole	NULL	$4.45 
629	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Black Beans]]	$8.75 
629	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans]]	$8.75 
629	1	Canned Soft Drink	[Diet Coke]	$1.25 
630	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Guacamole, Lettuce]]	$11.25 
630	1	Chips	NULL	$2.15 
631	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Lettuce, Black Beans]]	$8.75 
631	2	Chips and Roasted Chili Corn Salsa	NULL	$5.90 
632	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]	$11.75 
632	1	Canned Soft Drink	[Coke]	$1.25 
633	1	Steak Burrito	[Roasted Chili Corn Salsa, [Black Beans, Cheese, Lettuce]]	$9.25 
633	3	Canned Soft Drink	[Coke]	$3.75 
634	1	Chicken Soft Tacos	[Fresh Tomato Salsa]	$8.75 
634	1	Canned Soft Drink	[Lemonade]	$1.25 
634	1	Chips and Guacamole	NULL	$4.45 
635	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
635	1	Chips and Guacamole	NULL	$4.45 
635	1	Chicken Burrito	[Fresh Tomato Salsa, Rice]	$8.75 
635	2	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$23.50 
636	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Cheese, Lettuce]]	$8.75 
636	1	Chips and Tomatillo Green Chili Salsa	NULL	$2.95 
636	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]	$8.75 
637	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Cheese, Lettuce]]	$8.75 
637	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]	$11.89 
